merchant,category,amt,gender,city,province,latitude,longitude,city_pop,job,unix_time,merch_latitude,merch_longitude,processed_at,is_fraud
Zuva,Fuel,1514.88,M,Hwange,Matabeleland North,-19.742833,32.282053,23339,Mechanic,1728563817,-19.84976,26.696017,2024-10-10 14:36:57,True
Spar,Food,781.39,M,Vic Falls,Matabeleland North,-16.113689,32.969908,899611,Soldier,1722005641,-19.869557,30.140457,2024-07-26 16:54:01,False
Kombi,Other,680.17,M,Mutare,Manicaland,-17.232652,34.66346,900816,Customs Officer,1728039270,-15.635432,30.328609,2024-10-04 12:54:30,False
MedOrange,Medical,1934.4,M,Vic Falls,Matabeleland North,-18.195667,29.673263,135990,Lecturer,1717848922,-16.602837,32.620974,2024-06-08 14:15:22,True
Zuva,Fuel,399.79,M,Chivhu,Mashonaland East,-19.729889,30.310327,55676,Research Scientist,1702903232,-17.728628,32.478639,2023-12-18 14:40:32,False
Engen,Fuel,1290.19,M,Hwange,Matabeleland North,-18.962973,34.027217,891882,Electrician,1719023334,-20.857857,29.876521,2024-06-22 04:28:54,True
QV Pharmacy,Medical,595.67,F,Vic Falls,Matabeleland North,-20.898082,29.570229,697153,Insurance Broker,1719522200,-17.777961,26.613326,2024-06-27 23:03:20,False
Trade Center,Other,544.78,M,Kariba,Mashonaland West,-19.10605,32.415674,792957,Chef,1713449203,-20.587347,34.812597,2024-04-18 16:06:43,False
Amazon,Electronics,4087.26,F,Harare,Harare,-17.008739,30.512971,451601,Lawyer,1724711797,-19.858071,27.649167,2024-08-27 00:36:37,True
Pick n Pay,Food,427.16,F,Hwange,Matabeleland North,-15.196951,31.377785,261353,Lecturer,1724440844,-15.973152,34.665437,2024-08-23 21:20:44,False
Spar,Food,1096.25,F,Kariba,Mashonaland West,-15.560519,30.981321,814611,Doctor,1719183642,-15.591398,31.100362,2024-06-24 01:00:42,True
MedOrange,Medical,928.15,M,Mhangura,Mashonaland West,-18.069844,28.506604,880782,Farmer,1726452459,-16.864685,29.986613,2024-09-16 04:07:39,False
Under Armour,Clothing,3328.61,M,Zvishavane,Midlands,-20.306743,33.336096,980875,Mining Geologist,1703835906,-18.173053,28.343186,2023-12-29 09:45:06,True
Adidas,Clothing,24.51,M,Harare,Harare,-16.759689,25.728619,15540,Lecturer,1718289817,-18.332012,30.273898,2024-06-13 16:43:37,False
KFC,Food,989.24,M,Mutare,Manicaland,-19.593721,33.907489,101755,Insurance Broker,1710297261,-19.324457,28.029496,2024-03-13 04:34:21,False
Under Armour,Clothing,903.93,M,Vic Falls,Matabeleland North,-15.605968,31.238208,498250,Statistician,1703505138,-15.863494,30.605337,2023-12-25 13:52:18,False
Nike,Clothing,716.23,F,Vic Falls,Matabeleland North,-19.679519,25.119658,365557,Social Worker,1730376501,-20.533151,25.724895,2024-10-31 14:08:21,False
Engen,Fuel,1676.89,M,Masvingo,Masvingo,-20.713573,27.031856,786058,Plumber,1722660011,-19.773092,33.093873,2024-08-03 06:40:11,True
eBay,Other,292.23,M,Beit Bridge,Matabeleland South,-19.134955,31.295397,634321,Mining Geologist,1731703484,-17.864662,33.483935,2024-11-15 22:44:44,False
Choppies,Food,9.87,F,Chivhu,Mashonaland East,-19.343757,25.137791,30459,Accountant,1715307987,-16.337109,29.957633,2024-05-10 04:26:27,False
Kombi,Other,2535.12,F,Shurugwi,Midlands,-18.679052,33.393447,509704,Forensic Analyst,1722190156,-19.180486,29.84084,2024-07-28 20:09:16,True
Amazon,Electronics,940.86,F,Karoi,Mashonaland West,-17.079407,29.738584,858664,Accountant,1704029579,-18.756218,30.255871,2023-12-31 15:32:59,False
7 Rings,Other,3.94,M,Shurugwi,Midlands,-19.930869,29.072013,974513,Plumber,1708595454,-19.084821,26.195171,2024-02-22 11:50:54,False
Push Athletics,Clothing,3472.44,M,Karoi,Mashonaland West,-16.815212,33.974732,129027,Physiotherapist,1719124729,-18.493256,26.894074,2024-06-23 08:38:49,True
Chicken Inn,Food,1404.32,F,Chinhoyi,Mashonaland West,-20.040706,34.557944,744621,Accountant,1710221807,-15.350441,30.635022,2024-03-12 07:36:47,True
Zuva,Fuel,843.88,M,Bulawayo,Bulawayo,-17.11472,28.98864,627993,Real Estate Agent,1729865847,-17.289671,25.230501,2024-10-25 16:17:27,False
Museyamwa,Other,1960.69,F,Chinhoyi,Mashonaland West,-18.055997,30.611208,106542,Engineer,1728902955,-15.101663,29.786192,2024-10-14 12:49:15,True
Push Athletics,Clothing,1483.72,M,Bulawayo,Bulawayo,-17.438692,25.446479,499556,Interior Designer,1722256208,-19.967519,32.163008,2024-07-29 14:30:08,True
Chicken Slice,Food,432.1,F,Chivhu,Mashonaland East,-15.646175,30.066281,306452,Radiographer,1722236194,-16.811518,26.527493,2024-07-29 08:56:34,False
Adidas,Clothing,877.32,F,Mutare,Manicaland,-15.032007,29.503226,821211,Interior Designer,1713876426,-17.456102,25.261521,2024-04-23 14:47:06,True
Museyamwa,Other,667.72,M,Hwange,Matabeleland North,-17.283102,30.783426,178317,Plumber,1709085666,-18.261052,33.084289,2024-02-28 04:01:06,False
KFC,Food,2249.56,F,Mutare,Manicaland,-15.137021,30.987582,513945,Forensic Analyst,1726820013,-15.765797,29.610501,2024-09-20 10:13:33,True
N Richards,Other,417.88,M,Gweru,Midlands,-16.575297,25.899742,320533,Politician,1703271607,-15.120049,33.239388,2023-12-22 21:00:07,False
QV Pharmacy,Medical,222.44,M,Hwange,Matabeleland North,-20.18356,27.940683,288778,Lecturer,1715365307,-15.356295,28.858239,2024-05-10 20:21:47,False
QV Pharmacy,Medical,1426.12,M,Vic Falls,Matabeleland North,-17.104863,28.51503,161995,Pilot,1717965485,-16.321988,34.944219,2024-06-09 22:38:05,True
Pfeka,Clothing,562.77,M,Marondera,Mashonaland East,-15.104248,30.396345,959664,Athlete,1711078294,-15.986932,34.842185,2024-03-22 05:31:34,False
Spar,Food,123.55,F,Karoi,Mashonaland West,-15.768225,32.457982,743584,Engineer,1719416369,-19.885123,34.14832,2024-06-26 17:39:29,False
QV Pharmacy,Medical,191.92,M,Kariba,Mashonaland West,-15.64172,33.175716,14164,Other,1725891297,-20.005906,26.319196,2024-09-09 16:14:57,False
eBay,Other,892.08,M,Bulawayo,Bulawayo,-18.150146,34.857801,408717,Environmental Consultant,1708536270,-19.674389,29.291989,2024-02-21 19:24:30,True
Thuli,Fuel,196.6,F,Mhangura,Mashonaland West,-20.743755,30.137691,138529,Physiotherapist,1725810544,-18.651583,31.408832,2024-09-08 17:49:04,False
Spar,Food,35.03,M,Marondera,Mashonaland East,-15.083552,31.803082,353362,Chef,1708088935,-17.138564,31.194981,2024-02-16 15:08:55,False
Amazon,Electronics,907.53,M,Zvishavane,Midlands,-15.729526,28.944899,42191,Research Scientist,1719445413,-20.482365,32.970061,2024-06-27 01:43:33,False
Spar,Food,791.07,M,Gweru,Midlands,-20.128098,31.181731,822534,Mining Geologist,1722736133,-18.491488,26.742866,2024-08-04 03:48:53,False
Thuli,Fuel,1084.33,M,Harare,Harare,-19.023351,30.978215,158378,Physiotherapist,1703762410,-15.023317,30.283338,2023-12-28 13:20:10,True
Indrive,Other,182.17,M,Chinhoyi,Mashonaland West,-17.403928,31.20078,165851,Lawyer,1729892984,-17.753727,26.556216,2024-10-25 23:49:44,False
Greenwood Pharmacy,Medical,2958.72,M,Chinhoyi,Mashonaland West,-18.855986,30.237994,673234,Actuary,1702960140,-15.5911,32.295104,2023-12-19 06:29:00,True
eBay,Other,3646.55,M,Karoi,Mashonaland West,-16.158309,26.512923,693057,Marketing Specialist,1709506812,-17.019206,28.041848,2024-03-04 01:00:12,True
7 Rings,Other,352.57,M,Harare,Harare,-15.183659,32.048656,284653,Pilot,1717382394,-20.444254,28.380028,2024-06-03 04:39:54,False
KFC,Food,719.78,F,Masvingo,Masvingo,-19.669601,31.093274,173021,Chef,1720787411,-15.581513,32.31464,2024-07-12 14:30:11,False
Adidas,Clothing,708.02,F,Marondera,Mashonaland East,-19.497131,26.389211,697833,Insurance Broker,1715247517,-18.835177,34.183029,2024-05-09 11:38:37,True
N Richards,Other,323.38,F,Chinhoyi,Mashonaland West,-20.855523,32.204438,581849,Other,1729903839,-20.454839,27.165314,2024-10-26 02:50:39,False
Foodbox,Food,892.7,F,Beit Bridge,Matabeleland South,-18.675128,34.657494,497420,Banker,1720320643,-19.061089,33.749038,2024-07-07 04:50:43,True
MedOrange,Medical,11.34,M,Masvingo,Masvingo,-17.694491,31.843513,488773,Physiotherapist,1709978485,-15.935625,31.824417,2024-03-09 12:01:25,False
Chicken Inn,Food,666.74,M,Chinhoyi,Mashonaland West,-16.458062,33.218291,232084,Nurse,1711455023,-20.857662,30.570607,2024-03-26 14:10:23,False
Amazon,Electronics,2412.51,M,Gweru,Midlands,-15.978953,32.493891,552314,IT Support,1717140380,-16.935917,29.234942,2024-05-31 09:26:20,True
Total,Fuel,4514.21,M,Hwange,Matabeleland North,-20.632718,28.719617,880238,Civil Servant,1715708398,-20.736302,30.883034,2024-05-14 19:39:58,True
Chicken Inn,Food,373.87,M,Beit Bridge,Matabeleland South,-17.029804,30.981338,138273,Athlete,1709595375,-18.756154,28.155431,2024-03-05 01:36:15,False
Total,Fuel,4925.37,M,Hwange,Matabeleland North,-19.344659,26.00066,81629,Data Scientist,1725054187,-19.307401,32.16152,2024-08-30 23:43:07,True
Amazon,Electronics,2948.53,M,Lupane,Matabeleland North,-18.132073,25.389327,147326,Research Scientist,1724163694,-15.319483,30.995499,2024-08-20 16:21:34,True
Thuli,Fuel,1403.12,M,Zvishavane,Midlands,-20.443911,32.108163,405343,Soldier,1711549574,-20.756582,29.44381,2024-03-27 16:26:14,True
Total,Fuel,1732.36,F,Hwange,Matabeleland North,-17.249542,34.005305,521905,IT Support,1733271134,-17.347104,28.512531,2024-12-04 02:12:14,True
eBay,Other,709.83,M,Vic Falls,Matabeleland North,-17.616723,27.532891,40137,Driver,1733978360,-20.422457,25.997515,2024-12-12 06:39:20,True
Adidas,Clothing,4115.56,M,Shurugwi,Midlands,-20.163179,27.250335,513255,Athlete,1732751882,-20.617944,33.231946,2024-11-28 01:58:02,True
Indrive,Other,488.88,F,Lupane,Matabeleland North,-19.867832,31.326637,802546,Musician,1725997119,-15.026748,29.448475,2024-09-10 21:38:39,False
Pick n Pay,Food,253.92,F,Beit Bridge,Matabeleland South,-19.919823,30.083529,572635,Interior Designer,1729900050,-16.835515,33.905434,2024-10-26 01:47:30,False
eBay,Other,327.94,M,Marondera,Mashonaland East,-16.067267,28.302679,482704,Actuary,1732316552,-16.385728,25.095063,2024-11-23 01:02:32,False
7 Rings,Other,450.98,M,Chinhoyi,Mashonaland West,-17.320621,25.864783,994818,Veterinarian,1710344393,-17.279774,29.777491,2024-03-13 17:39:53,False
Under Armour,Clothing,2214.54,F,Shurugwi,Midlands,-19.261092,34.765424,465484,Real Estate Agent,1706083537,-16.138017,27.204852,2024-01-24 10:05:37,True
Pick n Pay,Food,242.0,M,Mutare,Manicaland,-18.059894,32.633322,457856,Plumber,1706896654,-16.150941,28.786751,2024-02-02 19:57:34,False
Chicken Slice,Food,364.35,M,Beit Bridge,Matabeleland South,-19.138899,26.160674,566342,Plumber,1715137105,-16.783699,26.439854,2024-05-08 04:58:25,False
MedOrange,Medical,621.46,F,Chivhu,Mashonaland East,-18.648985,34.998879,575866,Pilot,1728256191,-16.626563,26.753594,2024-10-07 01:09:51,False
Pfeka,Clothing,806.15,M,Marondera,Mashonaland East,-17.750402,25.858967,653804,Lawyer,1716296646,-17.995737,32.225664,2024-05-21 15:04:06,False
MedOrange,Medical,3716.89,F,Masvingo,Masvingo,-15.992105,26.715613,973115,Physiotherapist,1706238913,-18.936618,25.765023,2024-01-26 05:15:13,True
Chicken Inn,Food,517.14,F,Chinhoyi,Mashonaland West,-16.362992,26.286226,535930,Athlete,1723399224,-18.061493,28.273101,2024-08-11 20:00:24,False
Adidas,Clothing,215.87,F,Vic Falls,Matabeleland North,-15.348376,26.75882,530324,Electrician,1728164421,-15.528583,28.978347,2024-10-05 23:40:21,False
Zuva,Fuel,2104.34,M,Mutare,Manicaland,-16.023366,34.201053,771400,Driver,1720526927,-18.806963,32.849127,2024-07-09 14:08:47,True
N Richards,Other,355.32,M,Marondera,Mashonaland East,-19.37879,33.366941,960159,Interior Designer,1704550634,-19.268195,28.005777,2024-01-06 16:17:14,False
Foodbox,Food,691.81,M,Harare,Harare,-20.058972,26.141361,273224,Physiotherapist,1712393456,-16.587081,30.859579,2024-04-06 10:50:56,False
Chicken Inn,Food,4803.11,M,Kwekwe,Midlands,-15.433278,31.697268,636805,Statistician,1702609554,-18.219893,27.860657,2023-12-15 05:05:54,True
MedOrange,Medical,3736.94,M,Kwekwe,Midlands,-16.934823,26.752131,936480,Doctor,1732010230,-15.982131,34.410967,2024-11-19 11:57:10,True
MedOrange,Medical,473.62,M,Mhangura,Mashonaland West,-16.16862,32.519719,74195,Teacher,1714720764,-15.942887,32.534767,2024-05-03 09:19:24,False
7 Rings,Other,637.84,M,Kwekwe,Midlands,-20.010427,34.233873,201382,Musician,1708259706,-19.80201,25.564348,2024-02-18 14:35:06,False
Foodbox,Food,1472.7,M,Lupane,Matabeleland North,-17.55226,32.058309,835160,Other,1704585698,-18.076952,33.086317,2024-01-07 02:01:38,True
Indrive,Other,769.56,F,Karoi,Mashonaland West,-15.135989,26.3035,370503,Engineer,1724512712,-16.488351,28.797219,2024-08-24 17:18:32,False
Nike,Clothing,704.23,M,Mhangura,Mashonaland West,-20.608324,34.591367,890548,Artist,1712381201,-16.31003,33.185608,2024-04-06 07:26:41,True
Amazon,Electronics,727.66,M,Chivhu,Mashonaland East,-15.957182,34.754242,635969,Interior Designer,1704866595,-20.55662,25.899039,2024-01-10 08:03:15,False
Zuva,Fuel,480.38,F,Harare,Harare,-18.91377,30.456754,960336,Auditor,1726140031,-17.698954,28.172568,2024-09-12 13:20:31,False
Pfeka,Clothing,2271.24,F,Mutare,Manicaland,-18.42181,31.51921,942681,Banker,1716161879,-19.859075,28.622222,2024-05-20 01:37:59,True
Chicken Slice,Food,461.19,M,Zvishavane,Midlands,-17.917777,28.307669,344694,Mechanic,1714605598,-15.145901,26.422232,2024-05-02 01:19:58,False
Zuva,Fuel,368.5,F,Karoi,Mashonaland West,-16.300548,33.515676,382033,Banker,1703612354,-16.274198,31.2979,2023-12-26 19:39:14,False
Pick n Pay,Food,3044.0,M,Kwekwe,Midlands,-20.987253,28.547767,124730,Real Estate Agent,1724881535,-19.011898,30.859122,2024-08-28 23:45:35,True
Uber,Other,3825.21,F,Beit Bridge,Matabeleland South,-20.532792,30.380766,452508,Radiographer,1723714170,-16.339206,30.229949,2024-08-15 11:29:30,True
Museyamwa,Other,3079.39,F,Zvishavane,Midlands,-18.003128,33.16765,354776,Politician,1729071273,-19.761281,25.681672,2024-10-16 11:34:33,True
eBay,Other,599.54,M,Kwekwe,Midlands,-17.200926,34.914291,467125,Electrician,1729673304,-18.432554,34.729653,2024-10-23 10:48:24,False
Engen,Fuel,361.42,F,Mhangura,Mashonaland West,-20.857523,26.598888,683524,Pharmacist,1727239856,-15.0831,32.738855,2024-09-25 06:50:56,False
QV Pharmacy,Medical,685.41,M,Karoi,Mashonaland West,-16.646193,34.858591,142429,Soldier,1722025859,-18.313723,27.521304,2024-07-26 22:30:59,True
Chicken Slice,Food,2320.32,F,Hwange,Matabeleland North,-16.971084,30.917672,756188,Mining Geologist,1709630016,-16.682597,28.15587,2024-03-05 11:13:36,True
7 Rings,Other,929.91,M,Karoi,Mashonaland West,-20.92538,30.748547,455179,Lawyer,1713424164,-15.668745,25.180347,2024-04-18 09:09:24,False
N Richards,Other,2659.46,M,Marondera,Mashonaland East,-18.494861,25.780779,57745,Engineer,1703803540,-16.172242,25.240926,2023-12-29 00:45:40,True
Trade Center,Other,4474.32,M,Mhangura,Mashonaland West,-20.054642,27.866423,571222,Engineer,1713760593,-20.848429,33.797069,2024-04-22 06:36:33,True
Chicken Slice,Food,74.51,F,Kwekwe,Midlands,-20.887035,29.065459,73384,Microbiologist,1714370920,-19.223505,30.98683,2024-04-29 08:08:40,False
Kombi,Other,1425.48,M,Mutare,Manicaland,-19.454515,30.338257,644107,Accountant,1718225095,-16.610632,26.34151,2024-06-12 22:44:55,True
KFC,Food,833.7,M,Kariba,Mashonaland West,-16.34152,32.96125,418520,IT Support,1724029930,-20.360304,33.462003,2024-08-19 03:12:10,False
KFC,Food,777.39,F,Zvishavane,Midlands,-19.228327,25.902347,570777,Doctor,1715384207,-16.112865,34.500027,2024-05-11 01:36:47,False
Thuli,Fuel,119.4,F,Karoi,Mashonaland West,-16.492437,33.026877,245410,Auditor,1730739997,-18.481523,28.60481,2024-11-04 19:06:37,False
eBay,Other,3602.63,M,Bulawayo,Bulawayo,-17.147315,27.206439,816995,Auditor,1719354288,-18.571564,30.78731,2024-06-26 00:24:48,True
N Richards,Other,404.41,M,Kwekwe,Midlands,-17.548628,27.126768,502591,Human Resource Manager,1720215983,-17.477157,29.489224,2024-07-05 23:46:23,False
Zuva,Fuel,3164.25,F,Chivhu,Mashonaland East,-16.892095,27.194561,416249,Marketing Specialist,1727711218,-19.456707,25.048104,2024-09-30 17:46:58,True
Engen,Fuel,417.0,F,Masvingo,Masvingo,-16.366906,28.14729,379212,Athlete,1716045731,-15.458364,30.193818,2024-05-18 17:22:11,False
QV Pharmacy,Medical,2304.51,F,Kariba,Mashonaland West,-20.870261,31.206038,710639,Accountant,1718334149,-18.913109,28.435719,2024-06-14 05:02:29,True
KFC,Food,972.32,F,Shurugwi,Midlands,-19.726547,29.288894,951321,Research Scientist,1733711388,-20.304452,29.900545,2024-12-09 04:29:48,False
Engen,Fuel,4911.35,F,Chinhoyi,Mashonaland West,-16.887811,26.976037,840358,Mechanic,1720841879,-17.617777,26.521363,2024-07-13 05:37:59,True
Push Athletics,Clothing,616.55,M,Kariba,Mashonaland West,-15.143077,34.533447,171498,Interior Designer,1721533750,-19.117061,32.849409,2024-07-21 05:49:10,False
MedOrange,Medical,4455.53,M,Karoi,Mashonaland West,-15.1321,34.156729,95304,Lecturer,1729679415,-18.411678,25.331908,2024-10-23 12:30:15,True
Indrive,Other,764.42,F,Mutare,Manicaland,-17.811745,29.455793,516703,Tour Guide,1718393365,-20.704713,28.295699,2024-06-14 21:29:25,True
Under Armour,Clothing,480.9,F,Hwange,Matabeleland North,-20.978585,29.989526,838813,Data Scientist,1703678531,-16.925157,33.387892,2023-12-27 14:02:11,False
Nike,Clothing,4229.24,M,Chinhoyi,Mashonaland West,-15.015492,27.541591,688160,Driver,1705707442,-19.01216,31.716237,2024-01-20 01:37:22,True
Chicken Slice,Food,885.35,M,Mutare,Manicaland,-15.813398,31.085909,804034,Driver,1718295447,-17.880723,25.424925,2024-06-13 18:17:27,True
QV Pharmacy,Medical,711.91,F,Shurugwi,Midlands,-17.798727,31.599299,959284,Social Worker,1727240838,-15.460827,33.84456,2024-09-25 07:07:18,False
Engen,Fuel,682.06,M,Zvishavane,Midlands,-17.682087,26.733056,589580,Hwindi,1718614455,-16.141817,30.636653,2024-06-17 10:54:15,False
KFC,Food,775.65,F,Harare,Harare,-19.998219,26.808381,857105,Lecturer,1721720628,-16.634655,28.601638,2024-07-23 09:43:48,False
Engen,Fuel,995.78,M,Mutare,Manicaland,-15.737977,33.929609,462204,Actuary,1726075125,-16.868095,29.00279,2024-09-11 19:18:45,False
Push Athletics,Clothing,4799.23,M,Gweru,Midlands,-16.162084,28.523481,719423,Real Estate Agent,1724856556,-15.589579,27.361059,2024-08-28 16:49:16,True
Kombi,Other,565.8,F,Masvingo,Masvingo,-18.095492,27.702767,575014,Chef,1709993266,-19.699957,32.254427,2024-03-09 16:07:46,False
Foodbox,Food,639.63,M,Chinhoyi,Mashonaland West,-19.720921,27.357435,555938,Chef,1717819202,-16.615786,27.077006,2024-06-08 06:00:02,False
eBay,Other,507.75,M,Kwekwe,Midlands,-20.461386,30.603236,754011,Forensic Analyst,1705242176,-15.069115,31.758772,2024-01-14 16:22:56,True
Kombi,Other,688.22,F,Kwekwe,Midlands,-15.690367,26.136645,195722,IT Support,1732478177,-18.849457,32.164101,2024-11-24 21:56:17,False
Amazon,Electronics,720.25,M,Chivhu,Mashonaland East,-19.496192,27.792175,847519,Interior Designer,1712310558,-17.356467,26.240983,2024-04-05 11:49:18,False
eBay,Other,585.44,M,Mutare,Manicaland,-19.424634,29.606556,461929,Politician,1708953730,-15.286656,32.579124,2024-02-26 15:22:10,False
Indrive,Other,756.64,M,Chinhoyi,Mashonaland West,-17.720012,31.277169,621265,Insurance Broker,1724208892,-19.589415,31.449298,2024-08-21 04:54:52,False
Museyamwa,Other,2374.17,M,Lupane,Matabeleland North,-19.016394,28.587602,939806,Real Estate Agent,1713987913,-16.113959,32.91168,2024-04-24 21:45:13,True
Chicken Inn,Food,1877.97,M,Masvingo,Masvingo,-18.454896,34.933088,371898,Marketing Specialist,1712528648,-17.328642,25.518111,2024-04-08 00:24:08,True
7 Rings,Other,4430.0,F,Hwange,Matabeleland North,-18.806057,29.579437,507160,Environmental Consultant,1707136920,-19.302513,33.137093,2024-02-05 14:42:00,True
Pick n Pay,Food,3374.95,F,Marondera,Mashonaland East,-17.884741,32.302847,85540,Pilot,1722455950,-15.13444,29.782238,2024-07-31 21:59:10,True
Pfeka,Clothing,137.71,M,Zvishavane,Midlands,-20.943428,33.485502,182131,Driver,1729763000,-15.351771,29.648344,2024-10-24 11:43:20,False
Adidas,Clothing,2065.83,F,Lupane,Matabeleland North,-17.930804,34.608812,346874,Artist,1725484743,-20.789764,34.679925,2024-09-04 23:19:03,True
Push Athletics,Clothing,433.93,M,Kariba,Mashonaland West,-16.468137,29.84412,793546,Teacher,1708254083,-16.582074,27.592648,2024-02-18 13:01:23,False
Spar,Food,630.98,M,Marondera,Mashonaland East,-19.672503,28.303243,870064,Pilot,1710417042,-20.367221,30.663583,2024-03-14 13:50:42,False
Engen,Fuel,3139.91,F,Hwange,Matabeleland North,-19.091945,29.925565,868526,Chef,1706921078,-20.862305,34.331762,2024-02-03 02:44:38,True
Amazon,Electronics,1265.31,F,Bulawayo,Bulawayo,-20.324758,27.45165,506884,Farmer,1724134652,-17.717904,25.224412,2024-08-20 08:17:32,True
eBay,Other,943.2,F,Zvishavane,Midlands,-17.128016,30.830667,692070,Lecturer,1702945367,-17.694912,28.076639,2023-12-19 02:22:47,False
Kombi,Other,345.05,M,Vic Falls,Matabeleland North,-18.568774,31.151045,114736,Banker,1706704264,-18.381541,34.913029,2024-01-31 14:31:04,False
Push Athletics,Clothing,708.54,M,Chinhoyi,Mashonaland West,-18.711758,26.587346,165261,Mining Geologist,1727927773,-16.369862,30.044833,2024-10-03 05:56:13,False
Nike,Clothing,2382.82,F,Hwange,Matabeleland North,-20.357743,27.406501,63428,Real Estate Agent,1720880124,-17.797792,30.422832,2024-07-13 16:15:24,True
Push Athletics,Clothing,644.83,F,Chivhu,Mashonaland East,-20.475614,30.030005,216710,Plumber,1705516376,-20.65553,25.527452,2024-01-17 20:32:56,False
N Richards,Other,2640.45,F,Mutare,Manicaland,-17.47538,34.055894,982750,Data Scientist,1711583905,-15.728601,29.141596,2024-03-28 01:58:25,True
Pfeka,Clothing,2994.78,F,Gweru,Midlands,-20.527733,30.442034,235517,Farmer,1726698753,-16.64754,25.451399,2024-09-19 00:32:33,True
Thuli,Fuel,569.34,M,Marondera,Mashonaland East,-18.760321,32.425893,204757,Lecturer,1705829137,-18.031406,25.249377,2024-01-21 11:25:37,False
Zuva,Fuel,444.9,F,Karoi,Mashonaland West,-17.146133,29.19975,750601,Mining Geologist,1710017211,-19.969616,30.723941,2024-03-09 22:46:51,False
Chicken Slice,Food,144.42,M,Mhangura,Mashonaland West,-17.192247,28.961561,902265,Environmental Consultant,1711904462,-18.881914,26.127614,2024-03-31 19:01:02,False
Trade Center,Other,1353.33,M,Kariba,Mashonaland West,-19.077263,29.573219,131432,Pharmacist,1717333390,-19.036842,30.672797,2024-06-02 15:03:10,True
Engen,Fuel,792.43,F,Vic Falls,Matabeleland North,-17.513747,28.002926,637423,Electrician,1729158986,-16.236873,27.741895,2024-10-17 11:56:26,True
KFC,Food,748.82,F,Shurugwi,Midlands,-18.864934,29.976965,589277,Pharmacist,1711094232,-17.895346,31.47168,2024-03-22 09:57:12,False
Thuli,Fuel,813.31,M,Zvishavane,Midlands,-17.185793,31.060051,688205,Accountant,1724033547,-17.984756,28.966856,2024-08-19 04:12:27,False
Pick n Pay,Food,951.65,F,Beit Bridge,Matabeleland South,-15.556461,31.52243,416360,Lecturer,1725827270,-16.802228,30.77423,2024-09-08 22:27:50,False
Pfeka,Clothing,1999.22,F,Bulawayo,Bulawayo,-17.926816,28.232585,880905,Interior Designer,1726292274,-20.649018,31.14825,2024-09-14 07:37:54,True
Spar,Food,462.42,F,Mhangura,Mashonaland West,-19.044968,32.077188,794115,Environmental Consultant,1723153667,-16.620239,31.919358,2024-08-08 23:47:47,False
Savemore,Food,119.68,M,Beit Bridge,Matabeleland South,-20.036341,27.795766,462866,Mining Geologist,1708233997,-18.577882,27.56867,2024-02-18 07:26:37,False
Nike,Clothing,3.95,M,Chinhoyi,Mashonaland West,-15.499729,26.952123,713068,Banker,1705336790,-19.33639,30.737863,2024-01-15 18:39:50,False
eBay,Other,4264.36,F,Harare,Harare,-20.699169,34.199923,763965,Electrician,1723877295,-15.124695,27.05271,2024-08-17 08:48:15,True
Thuli,Fuel,720.86,M,Kariba,Mashonaland West,-16.249387,34.389526,723180,Research Scientist,1725630195,-20.936188,33.524358,2024-09-06 15:43:15,False
Adidas,Clothing,4782.79,F,Mhangura,Mashonaland West,-16.801507,27.404199,576118,Pharmacist,1728921522,-18.999796,26.01965,2024-10-14 17:58:42,True
Adidas,Clothing,4282.73,F,Lupane,Matabeleland North,-16.755539,34.134678,185212,Marketing Specialist,1711171845,-16.839297,34.943416,2024-03-23 07:30:45,True
eBay,Other,4718.8,M,Bulawayo,Bulawayo,-17.166424,29.336891,143809,Research Scientist,1706717367,-17.772828,28.015885,2024-01-31 18:09:27,True
Museyamwa,Other,3020.36,F,Chinhoyi,Mashonaland West,-20.291881,25.221756,616147,Radiographer,1713756720,-17.756004,30.396065,2024-04-22 05:32:00,True
Choppies,Food,308.38,F,Kwekwe,Midlands,-16.166603,34.443817,752437,Event Planner,1705879064,-19.311677,34.638314,2024-01-22 01:17:44,False
Amazon,Electronics,196.28,F,Mhangura,Mashonaland West,-17.405207,28.023367,300055,Tour Guide,1727699596,-16.08317,33.305249,2024-09-30 14:33:16,False
Choppies,Food,894.16,F,Chinhoyi,Mashonaland West,-18.286347,27.01315,496935,Banker,1721945766,-20.924512,29.166395,2024-07-26 00:16:06,False
Pfeka,Clothing,475.2,F,Marondera,Mashonaland East,-17.375586,28.316248,946466,Insurance Broker,1727267929,-16.805379,26.590687,2024-09-25 14:38:49,False
Trade Center,Other,615.81,F,Kariba,Mashonaland West,-17.821519,27.128524,802879,Physiotherapist,1719014358,-18.710176,34.366119,2024-06-22 01:59:18,False
Pfeka,Clothing,251.98,F,Lupane,Matabeleland North,-15.885335,31.836304,367384,Microbiologist,1732039513,-16.517445,27.12148,2024-11-19 20:05:13,False
Museyamwa,Other,4287.83,M,Kwekwe,Midlands,-15.183949,34.605746,272287,Real Estate Agent,1715200982,-20.783554,34.4275,2024-05-08 22:43:02,True
Trade Center,Other,1139.55,M,Beit Bridge,Matabeleland South,-17.387181,32.39582,493023,Research Scientist,1704930595,-15.331717,27.936977,2024-01-11 01:49:55,True
Savemore,Food,889.62,M,Karoi,Mashonaland West,-16.354222,27.409111,589725,Data Scientist,1724006036,-19.703001,31.396034,2024-08-18 20:33:56,False
